transaction_key,client_key,article_key,date_key,montant_usd,note_avis,mode_paiement,date_achat
1085,4021,47,20230822,40.0,1.1,Credit Card,2023-08-22
1086,4021,29,20230926,144.0,1.0,Cash,2023-09-26
1087,4021,22,20230930,147.0,2.1,Cash,2023-09-30
1088,4022,24,20221010,98.0,,Credit Card,2022-10-10
1089,4022,42,20221022,198.0,1.9,Cash,2022-10-22
1090,4022,47,20221115,109.0,1.3,Credit Card,2022-11-15
1091,4022,32,20221224,150.0,2.9,Credit Card,2022-12-24
1092,4022,40,20230108,121.0,4.6,Cash,2023-01-08
1093,4022,16,20230124,197.0,1.0,Credit Card,2023-01-24
1094,4022,4,20230205,44.0,1.3,Credit Card,2023-02-05
1095,4022,25,20230315,190.0,2.0,Credit Card,2023-03-15
1096,4022,17,20230404,73.0,1.4,Cash,2023-04-04
1097,4022,20,20230509,31.0,2.2,Cash,2023-05-09
1098,4022,5,20230827,43.0,3.9,Cash,2023-08-27
1099,4023,42,20221027,132.0,3.5,Cash,2022-10-27
1100,4023,19,20221104,130.0,4.1,Credit Card,2022-11-04
1101,4023,36,20230106,140.0,1.9,Cash,2023-01-06
1102,4023,2,20230117,23.0,3.6,Credit Card,2023-01-17
1103,4023,36,20230204,166.0,4.7,Cash,2023-02-04
1104,4023,39,20230209,154.0,2.4,Credit Card,2023-02-09
1105,4023,5,20230214,193.0,3.5,Credit Card,2023-02-14
1106,4023,45,20230221,33.0,4.7,Credit Card,2023-02-21
1107,4023,10,20230303,44.0,2.2,Cash,2023-03-03
1108,4023,22,20230310,194.0,4.9,Credit Card,2023-03-10
1109,4023,25,20230423,156.0,3.3,Credit Card,2023-04-23
1110,4023,39,20230515,28.0,4.1,Credit Card,2023-05-15
1111,4023,46,20230611,126.0,1.4,Credit Card,2023-06-11
1112,4023,3,20230801,151.0,2.1,Credit Card,2023-08-01
1113,4023,16,20230817,111.0,3.3,Cash,2023-08-17
1114,4023,32,20230819,143.0,3.5,Credit Card,2023-08-19
1115,4023,37,20230821,27.0,3.1,Cash,2023-08-21
1116,4024,3,20221009,143.0,2.6,Credit Card,2022-10-09
1117,4024,36,20221216,34.0,1.9,Credit Card,2022-12-16
1118,4024,16,20221230,81.0,3.6,Credit Card,2022-12-30
1119,4024,41,20230101,199.0,4.0,Cash,2023-01-01
1120,4024,14,20230114,189.0,4.7,Credit Card,2023-01-14
1121,4024,47,20230308,16.0,4.8,Cash,2023-03-08
1122,4024,8,20230331,163.0,1.1,Cash,2023-03-31
1123,4024,44,20230516,22.0,1.0,Credit Card,2023-05-16
1124,4024,15,20230531,149.0,4.5,Cash,2023-05-31
1125,4024,11,20230705,15.0,1.8,Credit Card,2023-07-05
1126,4024,9,20230708,104.0,3.5,Credit Card,2023-07-08
1127,4024,34,20230717,56.0,2.2,Credit Card,2023-07-17
1128,4024,48,20230802,164.0,1.3,Cash,2023-08-02
1129,4024,26,20230803,40.0,3.6,Credit Card,2023-08-03
1130,4025,4,20221002,126.0,1.5,Cash,2022-10-02
1131,4025,9,20221012,123.0,2.9,Credit Card,2022-10-12
1132,4025,49,20221220,168.0,1.5,Credit Card,2022-12-20
1133,4025,22,20221226,131.0,3.9,Cash,2022-12-26
1134,4025,9,20230109,123.0,1.8,Cash,2023-01-09
1135,4025,4,20230406,179.0,4.1,Cash,2023-04-06
1136,4025,22,20230425,111.0,,Cash,2023-04-25
1137,4025,35,20230510,31.0,4.4,Cash,2023-05-10
1138,4025,19,20230715,41.0,2.3,Cash,2023-07-15
1139,4025,10,20230723,141.0,2.9,Cash,2023-07-23
1140,4025,25,20230903,161.0,2.5,Cash,2023-09-03
1141,4025,8,20230925,195.0,2.9,Credit Card,2023-09-25
1142,4026,49,20221015,10.0,2.5,Credit Card,2022-10-15
1143,4026,26,20221025,185.0,1.9,Credit Card,2022-10-25
1144,4026,12,20221122,108.0,3.3,Cash,2022-11-22
1145,4026,29,20230103,142.0,4.2,Credit Card,2023-01-03
1146,4026,42,20230114,87.0,2.0,Cash,2023-01-14
1147,4026,43,20230120,63.0,4.6,Cash,2023-01-20
1148,4026,14,20230209,49.0,4.2,Cash,2023-02-09
1149,4026,31,20230221,94.0,3.6,Credit Card,2023-02-21
1150,4026,44,20230324,162.0,4.2,Credit Card,2023-03-24
1151,4026,42,20230424,92.0,3.1,Credit Card,2023-04-24
1152,4026,33,20230426,164.0,1.7,Credit Card,2023-04-26
1153,4026,43,20230430,29.0,3.8,Credit Card,2023-04-30
1154,4026,41,20230706,111.0,4.0,Cash,2023-07-06
1155,4026,11,20230726,41.0,3.1,Credit Card,2023-07-26
1156,4026,42,20230820,147.0,3.3,Cash,2023-08-20
1157,4027,41,20221019,86.0,3.3,Cash,2022-10-19
1158,4027,3,20230112,112.0,1.8,Credit Card,2023-01-12
1159,4027,8,20230117,134.0,1.1,Cash,2023-01-17
1160,4027,42,20230526,38.0,2.8,Cash,2023-05-26
1161,4027,42,20230528,51.0,3.3,Credit Card,2023-05-28
1162,4027,23,20230611,164.0,3.6,Cash,2023-06-11
1163,4027,8,20230623,198.0,4.3,Credit Card,2023-06-23
1164,4027,15,20230731,159.0,1.6,Cash,2023-07-31
1165,4027,50,20230828,55.0,,Credit Card,2023-08-28
1166,4027,37,20230909,59.0,4.9,Credit Card,2023-09-09
1167,4027,24,20230912,31.0,1.2,Credit Card,2023-09-12
1168,4028,1,20221011,27.0,1.1,Credit Card,2022-10-11
1169,4028,12,20221022,33.0,4.1,Cash,2022-10-22
1170,4028,19,20221129,65.0,2.8,Cash,2022-11-29
1171,4028,28,20221231,80.0,1.1,Cash,2022-12-31
1172,4028,40,20230115,172.0,1.1,Credit Card,2023-01-15
1173,4028,8,20230211,33.0,4.3,Credit Card,2023-02-11
1174,4028,8,20230228,90.0,3.0,Credit Card,2023-02-28
1175,4028,12,20230318,127.0,1.2,Cash,2023-03-18
1176,4028,40,20230320,165.0,2.6,Credit Card,2023-03-20
1177,4028,2,20230321,16.0,2.9,Cash,2023-03-21
1178,4028,43,20230405,41.0,3.0,Credit Card,2023-04-05
1179,4028,34,20230626,146.0,4.3,Credit Card,2023-06-26
1180,4028,28,20230629,45.0,4.1,Cash,2023-06-29
1181,4028,28,20230706,21.0,2.4,Credit Card,2023-07-06
1182,4028,33,20230804,38.0,2.0,Cash,2023-08-04
1183,4028,30,20230822,188.0,2.6,Cash,2023-08-22
1184,4029,16,20221004,71.0,,Cash,2022-10-04
1185,4029,3,20221027,36.0,1.6,Cash,2022-10-27
1186,4029,13,20221109,44.0,2.2,Credit Card,2022-11-09
1187,4029,19,20221205,84.0,3.5,Cash,2022-12-05
1188,4029,34,20230110,48.0,2.7,Cash,2023-01-10
1189,4029,50,20230129,62.0,2.1,Credit Card,2023-01-29
1190,4029,47,20230208,13.0,2.5,Credit Card,2023-02-08
1191,4029,49,20230324,183.0,4.5,Credit Card,2023-03-24
1192,4029,26,20230419,144.0,2.1,Cash,2023-04-19
1193,4029,7,20230505,29.0,1.3,Credit Card,2023-05-05
1194,4029,46,20230511,66.0,1.8,Credit Card,2023-05-11
1195,4029,40,20230513,63.0,3.0,Cash,2023-05-13
1196,4029,6,20230517,153.0,,Credit Card,2023-05-17
1197,4029,13,20230612,127.0,3.2,Cash,2023-06-12
1198,4029,21,20230616,66.0,3.7,Cash,2023-06-16
1199,4029,37,20230627,152.0,3.1,Credit Card,2023-06-27
1200,4029,10,20230802,66.0,1.9,Credit Card,2023-08-02
1201,4029,5,20230805,47.0,3.4,Credit Card,2023-08-05
1202,4029,18,20230817,94.0,2.4,Cash,2023-08-17
1203,4029,4,20230820,72.0,2.4,Credit Card,2023-08-20
1204,4029,23,20230923,141.0,3.8,Credit Card,2023-09-23
1205,4029,25,20231001,151.0,4.0,Cash,2023-10-01
1206,4030,17,20221015,163.0,3.2,Cash,2022-10-15
1207,4030,30,20230102,36.0,2.8,Credit Card,2023-01-02
1208,4030,26,20230207,82.0,2.7,Cash,2023-02-07
1209,4030,40,20230221,57.0,2.7,Cash,2023-02-21
1210,4030,5,20230317,127.0,1.8,Cash,2023-03-17
1211,4030,7,20230414,175.0,2.3,Credit Card,2023-04-14
1212,4030,16,20230423,94.0,2.6,Credit Card,2023-04-23
1213,4030,8,20230612,179.0,3.0,Credit Card,2023-06-12
1214,4030,7,20230708,94.0,1.0,Credit Card,2023-07-08
1215,4030,4,20230716,135.0,3.6,Cash,2023-07-16
1216,4030,34,20230730,94.0,2.1,Credit Card,2023-07-30
1217,4031,3,20221010,142.0,2.0,Credit Card,2022-10-10
1218,4031,47,20221107,155.0,1.0,Credit Card,2022-11-07
1219,4031,34,20221112,161.0,1.4,Credit Card,2022-11-12
1220,4031,47,20221225,23.0,1.6,Credit Card,2022-12-25
1221,4031,4,20230114,190.0,3.0,Cash,2023-01-14
1222,4031,49,20230115,104.0,,Credit Card,2023-01-15
1223,4031,4,20230126,162.0,4.0,Cash,2023-01-26
1224,4031,15,20230211,131.0,3.0,Credit Card,2023-02-11
1225,4031,9,20230223,170.0,3.3,Cash,2023-02-23
1226,4031,34,20230410,11.0,2.1,Credit Card,2023-04-10
1227,4031,20,20230421,135.0,4.9,Credit Card,2023-04-21
1228,4031,21,20230513,181.0,2.1,Cash,2023-05-13
1229,4031,24,20230517,45.0,1.9,Credit Card,2023-05-17
1230,4031,7,20230628,177.0,3.5,Cash,2023-06-28
1231,4031,35,20230802,193.0,1.3,Credit Card,2023-08-02
1232,4031,16,20230824,86.0,3.0,Cash,2023-08-24
1233,4031,37,20230825,153.0,2.8,Cash,2023-08-25
1234,4032,6,20221003,22.0,1.1,Credit Card,2022-10-03
1235,4032,3,20221024,22.0,2.5,Credit Card,2022-10-24
1236,4032,3,20230104,38.0,4.0,Credit Card,2023-01-04
1237,4032,46,20230118,199.0,3.6,Cash,2023-01-18
1238,4032,17,20230125,157.0,2.3,Credit Card,2023-01-25
1239,4032,31,20230131,116.0,1.9,Credit Card,2023-01-31
1240,4032,7,20230302,162.0,2.5,Cash,2023-03-02
1241,4032,50,20230308,155.0,1.1,Credit Card,2023-03-08
1242,4032,33,20230315,39.0,3.5,Credit Card,2023-03-15
1243,4032,20,20230326,160.0,,Credit Card,2023-03-26
1244,4032,25,20230512,128.0,2.0,Cash,2023-05-12
1245,4032,27,20230513,34.0,,Credit Card,2023-05-13
1246,4032,1,20230615,76.0,4.7,Cash,2023-06-15
1247,4032,9,20230720,61.0,4.8,Cash,2023-07-20
1248,4032,4,20230911,70.0,3.4,Cash,2023-09-11
1249,4032,32,20230912,61.0,3.2,Cash,2023-09-12
1250,4033,46,20221024,130.0,2.4,Credit Card,2022-10-24
1251,4033,6,20221114,94.0,,Cash,2022-11-14
1252,4033,5,20230215,71.0,,Credit Card,2023-02-15
1253,4033,25,20230302,198.0,4.2,Credit Card,2023-03-02
1254,4033,37,20230314,142.0,3.0,Cash,2023-03-14
1255,4033,44,20230318,77.0,2.5,Credit Card,2023-03-18
1256,4033,11,20230322,137.0,2.8,Cash,2023-03-22
1257,4033,44,20230325,49.0,3.1,Cash,2023-03-25
1258,4033,25,20230326,172.0,4.2,Credit Card,2023-03-26
1259,4033,31,20230331,187.0,,Credit Card,2023-03-31
1260,4033,44,20230408,185.0,4.5,Cash,2023-04-08
1261,4033,41,20230428,32.0,2.6,Credit Card,2023-04-28
1262,4033,17,20230512,70.0,1.5,Cash,2023-05-12
1263,4033,48,20230601,137.0,1.2,Cash,2023-06-01
1264,4033,14,20230731,164.0,,Cash,2023-07-31
1265,4033,4,20230810,137.0,2.7,Credit Card,2023-08-10
1266,4033,21,20230817,167.0,,Credit Card,2023-08-17
1267,4033,1,20230831,189.0,4.9,Cash,2023-08-31
1268,4034,2,20221009,170.0,3.2,Cash,2022-10-09
1269,4034,32,20221027,169.0,,Cash,2022-10-27
1270,4034,32,20221105,66.0,1.2,Cash,2022-11-05
1271,4034,26,20221201,162.0,1.2,Cash,2022-12-01
1272,4034,32,20221214,143.0,4.3,Credit Card,2022-12-14
1273,4034,2,20221225,101.0,1.2,Credit Card,2022-12-25
1274,4034,40,20230129,150.0,1.0,Cash,2023-01-29
1275,4034,18,20230211,162.0,3.2,Credit Card,2023-02-11
1276,4034,36,20230213,192.0,2.0,Cash,2023-02-13
1277,4034,26,20230312,179.0,3.4,Cash,2023-03-12
1278,4034,33,20230324,28.0,3.4,Cash,2023-03-24
1279,4034,37,20230420,96.0,2.0,Credit Card,2023-04-20
1280,4034,11,20230521,108.0,4.1,Cash,2023-05-21
1281,4034,48,20230521,112.0,3.0,Credit Card,2023-05-21
1282,4034,39,20230607,110.0,2.4,Credit Card,2023-06-07
1283,4034,17,20230804,134.0,1.4,Credit Card,2023-08-04
1284,4034,45,20230804,133.0,4.0,Credit Card,2023-08-04
1285,4034,11,20230806,49.0,1.9,Credit Card,2023-08-06
1286,4034,50,20230809,66.0,1.7,Credit Card,2023-08-09
1287,4034,3,20230815,119.0,1.3,Credit Card,2023-08-15
1288,4034,34,20230907,75.0,3.0,Credit Card,2023-09-07
1289,4035,15,20221115,26.0,1.1,Credit Card,2022-11-15
1290,4035,47,20221223,4413.0,1.2,Credit Card,2022-12-23
1291,4035,44,20230210,172.0,,Cash,2023-02-10
1292,4035,14,20230421,46.0,4.3,Credit Card,2023-04-21
1293,4035,50,20230514,87.0,,Cash,2023-05-14
1294,4035,43,20230520,25.0,,Credit Card,2023-05-20
1295,4035,16,20230522,55.0,,Credit Card,2023-05-22
1296,4035,50,20230603,31.0,3.3,Cash,2023-06-03
1297,4035,45,20230612,185.0,4.2,Credit Card,2023-06-12
1298,4035,4,20230713,49.0,3.9,Credit Card,2023-07-13
1299,4035,38,20230724,48.0,4.9,Credit Card,2023-07-24
1300,4035,26,20230726,14.0,4.8,Cash,2023-07-26
1301,4036,45,20221010,116.0,4.1,Credit Card,2022-10-10
1302,4036,2,20221030,135.0,2.6,Credit Card,2022-10-30
1303,4036,1,20221106,175.0,1.4,Credit Card,2022-11-06
1304,4036,23,20221121,154.0,3.8,Credit Card,2022-11-21
1305,4036,23,20221128,197.0,3.1,Cash,2022-11-28
1306,4036,40,20230124,135.0,2.3,Cash,2023-01-24
1307,4036,9,20230201,189.0,4.5,Credit Card,2023-02-01
1308,4036,48,20230416,103.0,3.0,Cash,2023-04-16
1309,4036,3,20230524,96.0,4.2,Cash,2023-05-24
1310,4036,24,20230619,167.0,,Credit Card,2023-06-19
1311,4036,47,20230826,132.0,2.9,Cash,2023-08-26
1312,4036,12,20230911,155.0,,Cash,2023-09-11
1313,4036,4,20230925,102.0,4.6,Cash,2023-09-25
1314,4037,27,20221105,167.0,3.8,Credit Card,2022-11-05
1315,4037,39,20221110,139.0,2.4,Cash,2022-11-10
1316,4037,38,20221202,33.0,4.4,Cash,2022-12-02
1317,4037,12,20221219,194.0,3.9,Cash,2022-12-19
1318,4037,47,20230107,154.0,4.2,Credit Card,2023-01-07
1319,4037,34,20230117,72.0,,Credit Card,2023-01-17
1320,4037,43,20230310,40.0,4.4,Credit Card,2023-03-10
1321,4037,25,20230423,184.0,2.8,Credit Card,2023-04-23
1322,4037,38,20230427,94.0,3.0,Cash,2023-04-27
1323,4037,7,20230501,28.0,2.1,Cash,2023-05-01
1324,4037,2,20230705,136.0,4.1,Cash,2023-07-05
1325,4037,47,20230805,157.0,2.7,Credit Card,2023-08-05
1326,4037,11,20230913,174.0,2.3,Credit Card,2023-09-13
1327,4038,49,20221007,19.0,4.2,Cash,2022-10-07
1328,4038,44,20230107,110.0,2.8,Credit Card,2023-01-07
1329,4038,33,20230115,109.0,3.6,Cash,2023-01-15
1330,4038,46,20230126,31.0,4.6,Cash,2023-01-26
1331,4038,44,20230213,63.0,4.3,Cash,2023-02-13
1332,4038,39,20230227,149.0,2.1,Cash,2023-02-27
1333,4038,32,20230313,115.0,3.8,Cash,2023-03-13
1334,4038,6,20230315,71.0,1.9,Cash,2023-03-15
1335,4038,3,20230316,56.0,3.6,Cash,2023-03-16
1336,4038,39,20230322,71.0,2.6,Credit Card,2023-03-22
1337,4038,17,20230413,73.0,1.9,Credit Card,2023-04-13
1338,4038,45,20230531,43.0,4.2,Cash,2023-05-31
1339,4038,16,20230612,181.0,1.1,Credit Card,2023-06-12
1340,4038,1,20230720,103.0,1.0,Cash,2023-07-20
1341,4038,13,20230731,135.0,2.3,Cash,2023-07-31
1342,4038,35,20230814,119.0,2.5,Credit Card,2023-08-14
1343,4039,41,20221025,79.0,4.8,Credit Card,2022-10-25
1344,4039,37,20221103,102.0,1.9,Credit Card,2022-11-03
1345,4039,16,20230319,170.0,4.4,Credit Card,2023-03-19
1346,4039,45,20230322,58.0,3.3,Cash,2023-03-22
1347,4039,19,20230413,149.0,3.0,Cash,2023-04-13
1348,4039,13,20230416,135.0,3.0,Credit Card,2023-04-16
1349,4039,34,20230608,127.0,2.7,Credit Card,2023-06-08
1350,4039,20,20230609,32.0,1.2,Cash,2023-06-09
1351,4039,25,20230620,120.0,3.0,Cash,2023-06-20
1352,4039,48,20230705,121.0,4.4,Cash,2023-07-05
1353,4040,25,20221122,84.0,3.8,Cash,2022-11-22
1354,4040,14,20221130,158.0,1.1,Cash,2022-11-30
1355,4040,43,20230120,113.0,1.2,Credit Card,2023-01-20
1356,4040,16,20230123,167.0,2.5,Cash,2023-01-23
1357,4040,4,20230215,130.0,3.4,Credit Card,2023-02-15
1358,4040,50,20230304,27.0,3.8,Credit Card,2023-03-04
1359,4040,49,20230305,68.0,2.3,Credit Card,2023-03-05
1360,4040,32,20230402,119.0,1.0,Credit Card,2023-04-02
1361,4040,20,20230512,3138.0,,Credit Card,2023-05-12
1362,4040,44,20230715,143.0,3.1,Credit Card,2023-07-15
1363,4040,18,20230716,80.0,3.5,Credit Card,2023-07-16
1364,4040,40,20230723,95.0,2.6,Cash,2023-07-23
1365,4040,37,20230731,22.0,1.3,Credit Card,2023-07-31
1366,4040,33,20230825,4872.0,3.8,Cash,2023-08-25
1367,4040,35,20230828,176.0,2.2,Cash,2023-08-28
1368,4040,14,20230920,58.0,2.7,Cash,2023-09-20
1369,4040,8,20230925,178.0,3.4,Cash,2023-09-25
1370,4040,27,20230927,29.0,4.6,Cash,2023-09-27
1371,4041,24,20221005,146.0,4.4,Credit Card,2022-10-05
1372,4041,22,20221013,13.0,1.6,Cash,2022-10-13
1373,4041,50,20221209,193.0,4.4,Credit Card,2022-12-09
1374,4041,26,20230126,15.0,1.5,Credit Card,2023-01-26
1375,4041,34,20230209,107.0,,Credit Card,2023-02-09
1376,4041,7,20230520,18.0,4.2,Credit Card,2023-05-20
1377,4041,25,20230520,20.0,4.3,Cash,2023-05-20
1378,4041,48,20230618,41.0,2.1,Cash,2023-06-18
1379,4041,40,20230723,144.0,,Cash,2023-07-23
1380,4041,34,20230825,157.0,1.7,Credit Card,2023-08-25
1381,4041,17,20230923,42.0,1.2,Cash,2023-09-23
1382,4042,3,20221112,158.0,3.2,Cash,2022-11-12
1383,4042,33,20221114,40.0,2.1,Cash,2022-11-14
1384,4042,16,20221118,136.0,4.9,Credit Card,2022-11-18
1385,4042,50,20221118,123.0,4.6,Cash,2022-11-18
1386,4042,43,20221121,19.0,2.8,Cash,2022-11-21
1387,4042,31,20230101,128.0,1.8,Cash,2023-01-01
1388,4042,47,20230119,113.0,3.6,Cash,2023-01-19
1389,4042,21,20230222,76.0,3.9,Credit Card,2023-02-22
1390,4042,47,20230224,49.0,1.2,Cash,2023-02-24
1391,4042,39,20230227,126.0,2.5,Credit Card,2023-02-27
1392,4042,45,20230401,199.0,3.8,Cash,2023-04-01
1393,4042,26,20230413,62.0,4.6,Credit Card,2023-04-13
1394,4042,38,20230424,33.0,3.1,Credit Card,2023-04-24
1395,4042,4,20230502,137.0,1.9,Credit Card,2023-05-02
1396,4042,38,20230527,106.0,,Credit Card,2023-05-27
1397,4042,11,20230807,135.0,2.3,Credit Card,2023-08-07
1398,4042,4,20230816,134.0,3.3,Credit Card,2023-08-16
1399,4042,40,20230831,166.0,5.0,Cash,2023-08-31
1400,4042,50,20230831,154.0,2.9,Credit Card,2023-08-31
1401,4042,36,20230903,127.0,2.5,Cash,2023-09-03
1402,4043,5,20221006,97.0,4.4,Cash,2022-10-06
1403,4043,42,20221029,97.0,3.8,Cash,2022-10-29
1404,4043,32,20230205,165.0,1.7,Credit Card,2023-02-05
1405,4043,1,20230306,185.0,2.2,Credit Card,2023-03-06
1406,4043,28,20230309,182.0,2.8,Cash,2023-03-09
1407,4043,5,20230314,102.0,4.5,Cash,2023-03-14
1408,4043,34,20230319,189.0,4.3,Credit Card,2023-03-19
1409,4043,28,20230424,192.0,3.2,Cash,2023-04-24
1410,4043,48,20230506,169.0,4.8,Cash,2023-05-06
1411,4043,43,20230515,94.0,2.2,Cash,2023-05-15
1412,4043,49,20230601,13.0,1.8,Credit Card,2023-06-01
1413,4043,45,20230610,164.0,3.9,Cash,2023-06-10
1414,4043,2,20230721,148.0,1.2,Credit Card,2023-07-21
1415,4043,2,20230822,28.0,1.1,Credit Card,2023-08-22
1416,4043,46,20230917,74.0,1.6,Credit Card,2023-09-17
1417,4044,19,20221115,162.0,3.8,Credit Card,2022-11-15
1418,4044,24,20221115,170.0,3.9,Credit Card,2022-11-15
1419,4044,33,20221124,196.0,2.4,Cash,2022-11-24
1420,4044,26,20221225,114.0,4.4,Credit Card,2022-12-25
1421,4044,32,20230103,73.0,4.8,Credit Card,2023-01-03
1422,4044,38,20230111,107.0,4.2,Credit Card,2023-01-11
1423,4044,11,20230204,48.0,2.7,Credit Card,2023-02-04
1424,4044,7,20230210,145.0,2.4,Cash,2023-02-10
1425,4044,32,20230220,33.0,3.7,Credit Card,2023-02-20
1426,4044,17,20230318,140.0,4.0,Credit Card,2023-03-18
1427,4044,13,20230329,33.0,3.4,Cash,2023-03-29
1428,4044,17,20230517,67.0,1.2,Cash,2023-05-17
1429,4044,18,20230519,4771.0,4.1,Cash,2023-05-19
1430,4044,43,20230530,139.0,4.1,Credit Card,2023-05-30
1431,4044,3,20230801,92.0,4.8,Cash,2023-08-01
1432,4044,14,20230801,2122.0,1.2,Credit Card,2023-08-01
1433,4044,50,20230808,162.0,1.5,Credit Card,2023-08-08
1434,4044,7,20230824,171.0,4.3,Credit Card,2023-08-24
1435,4045,38,20221129,170.0,2.3,Credit Card,2022-11-29
1436,4045,13,20230127,51.0,2.5,Credit Card,2023-01-27
1437,4045,49,20230129,178.0,2.7,Credit Card,2023-01-29
1438,4045,30,20230216,13.0,4.2,Credit Card,2023-02-16
1439,4045,13,20230225,35.0,4.0,Cash,2023-02-25
1440,4045,49,20230227,122.0,1.0,Cash,2023-02-27
1441,4045,44,20230307,198.0,3.3,Cash,2023-03-07
1442,4045,11,20230315,163.0,2.3,Cash,2023-03-15
1443,4045,20,20230325,78.0,2.1,Credit Card,2023-03-25
1444,4045,34,20230408,147.0,3.7,Cash,2023-04-08
1445,4045,43,20230411,21.0,4.3,Cash,2023-04-11
1446,4045,26,20230429,88.0,3.8,Credit Card,2023-04-29
1447,4045,21,20230612,175.0,,Credit Card,2023-06-12
1448,4045,21,20230901,133.0,1.5,Cash,2023-09-01
1449,4046,36,20221007,146.0,2.9,Credit Card,2022-10-07
1450,4046,16,20221009,75.0,2.8,Credit Card,2022-10-09
1451,4046,16,20221017,97.0,4.9,Cash,2022-10-17
1452,4046,28,20221211,176.0,2.8,Cash,2022-12-11
1453,4046,42,20230213,190.0,3.8,Cash,2023-02-13
1454,4046,19,20230609,44.0,2.4,Cash,2023-06-09
1455,4046,45,20230717,41.0,2.2,Credit Card,2023-07-17
1456,4046,24,20230803,159.0,4.8,Credit Card,2023-08-03
1457,4047,1,20221005,197.0,2.7,Cash,2022-10-05
1458,4047,14,20221103,130.0,2.6,Credit Card,2022-11-03
1459,4047,19,20221219,40.0,3.3,Cash,2022-12-19
1460,4047,25,20230102,175.0,1.3,Cash,2023-01-02
1461,4047,47,20230115,183.0,2.4,Cash,2023-01-15
1462,4047,28,20230303,40.0,1.6,Credit Card,2023-03-03
1463,4047,49,20230327,189.0,2.7,Credit Card,2023-03-27
1464,4047,26,20230502,97.0,3.8,Cash,2023-05-02
1465,4047,27,20230504,118.0,2.3,Credit Card,2023-05-04
1466,4047,21,20230519,25.0,4.2,Cash,2023-05-19
1467,4047,32,20230520,54.0,1.1,Credit Card,2023-05-20
1468,4047,3,20230601,154.0,1.7,Cash,2023-06-01
1469,4047,17,20230704,81.0,4.2,Cash,2023-07-04
1470,4047,9,20230709,123.0,2.0,Credit Card,2023-07-09
1471,4047,2,20230807,28.0,,Cash,2023-08-07
1472,4047,2,20230809,107.0,3.8,Cash,2023-08-09
1473,4047,6,20230826,95.0,1.9,Cash,2023-08-26
1474,4048,39,20221003,32.0,1.1,Credit Card,2022-10-03
1475,4048,26,20221011,54.0,,Credit Card,2022-10-11
1476,4048,25,20221108,159.0,1.2,Credit Card,2022-11-08
1477,4048,41,20221119,153.0,2.7,Cash,2022-11-19
1478,4048,14,20221218,76.0,2.7,Cash,2022-12-18
1479,4048,4,20221228,188.0,4.4,Credit Card,2022-12-28
1480,4048,42,20230120,66.0,3.3,Cash,2023-01-20
1481,4048,13,20230305,114.0,4.1,Credit Card,2023-03-05
1482,4048,8,20230327,160.0,2.7,Cash,2023-03-27
1483,4048,32,20230428,178.0,1.6,Cash,2023-04-28
1484,4048,42,20230506,130.0,4.2,Cash,2023-05-06
1485,4048,26,20230512,47.0,4.7,Cash,2023-05-12
1486,4048,19,20230518,184.0,3.2,Cash,2023-05-18
1487,4048,14,20230528,52.0,3.5,Credit Card,2023-05-28
1488,4048,42,20230529,152.0,2.6,Cash,2023-05-29
1489,4048,39,20230828,17.0,2.5,Cash,2023-08-28
1490,4049,23,20221013,70.0,3.4,Credit Card,2022-10-13
1491,4049,47,20221018,58.0,2.3,Cash,2022-10-18
1492,4049,49,20221110,28.0,4.0,Credit Card,2022-11-10
1493,4049,50,20230103,125.0,4.0,Credit Card,2023-01-03
1494,4049,34,20230113,37.0,2.6,Cash,2023-01-13
1495,4049,18,20230117,142.0,3.3,Cash,2023-01-17
1496,4049,1,20230206,82.0,4.7,Credit Card,2023-02-06
1497,4049,41,20230214,143.0,,Cash,2023-02-14
1498,4049,33,20230416,86.0,1.0,Credit Card,2023-04-16
1499,4049,44,20230418,126.0,1.4,Cash,2023-04-18
1500,4049,42,20230505,30.0,3.3,Credit Card,2023-05-05
1501,4049,49,20230613,170.0,1.6,Cash,2023-06-13
1502,4049,16,20230621,111.0,1.8,Cash,2023-06-21
1503,4049,25,20230709,171.0,,Credit Card,2023-07-09
1504,4049,45,20230713,170.0,,Cash,2023-07-13
1505,4049,36,20230726,139.0,1.5,Credit Card,2023-07-26
1506,4049,16,20230827,160.0,2.4,Cash,2023-08-27
1507,4049,14,20230910,180.0,,Cash,2023-09-10
1508,4049,5,20230928,41.0,3.4,Cash,2023-09-28
1509,4050,33,20221011,104.0,4.3,Credit Card,2022-10-11
1510,4050,15,20221027,169.0,3.3,Cash,2022-10-27
1511,4050,9,20221108,53.0,2.2,Cash,2022-11-08
1512,4050,48,20221229,175.0,1.4,Cash,2022-12-29
1513,4050,22,20230101,82.0,1.6,Cash,2023-01-01
1514,4050,21,20230204,56.0,1.5,Credit Card,2023-02-04
1515,4050,12,20230221,30.0,1.6,Cash,2023-02-21
1516,4050,33,20230409,89.0,,Credit Card,2023-04-09
1517,4050,40,20230607,120.0,2.8,Cash,2023-06-07
1518,4050,36,20230620,126.0,2.7,Credit Card,2023-06-20
1519,4051,12,20221031,27.0,1.5,Cash,2022-10-31
1520,4051,41,20221108,119.0,3.5,Cash,2022-11-08
1521,4051,13,20221110,105.0,2.5,Credit Card,2022-11-10
1522,4051,31,20221114,182.0,1.9,Cash,2022-11-14
1523,4051,34,20221118,58.0,,Cash,2022-11-18
